Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Quartile Number,Suppression Flag
Public Health Insurance Coverage,By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,25.6,20.1,31.8,20.1 - 31.8,22.5-26.4,3,
Public Health Insurance Coverage,By State,South Dakota,South Dakota,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,12.2,7.8,18.0,7.8 - 18.0,12.2-18.2,1,
Public Health Insurance Coverage,By State,Tennessee,Tennessee,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,18.6,13.6,24.5,13.6 - 24.5,18.3-22.4,2,
Public Health Insurance Coverage,By State,Texas,Texas,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,13.7,10.9,16.9,10.9 - 16.9,12.2-18.2,1,
Public Health Insurance Coverage,By State,Utah,Utah,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,12.6,9.9,15.9,9.9 - 15.9,12.2-18.2,1,
Public Health Insurance Coverage,By State,Vermont,Vermont,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,30.6,22.5,39.6,22.5 - 39.6,26.5-39.3,4,
Public Health Insurance Coverage,By State,Virginia,Virginia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,20.5,17.1,24.3,17.1 - 24.3,18.3-22.4,2,
Public Health Insurance Coverage,By State,Washington,Washington,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,21.2,17.8,24.9,17.8 - 24.9,18.3-22.4,2,
Public Health Insurance Coverage,By State,West Virginia,West Virginia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,25.6,20.6,31.0,20.6 - 31.0,22.5-26.4,3,
Public Health Insurance Coverage,By State,Wisconsin,Wisconsin,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,18.3,14.5,22.7,14.5 - 22.7,18.3-22.4,2,
Public Health Insurance Coverage,By State,Wyoming,Wyoming,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,17.0,11.0,24.6,11.0 - 24.6,12.2-18.2,1,
Private Health Insurance Coverage,National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.2,75.4,76.9,75.4 - 76.9,,,
Private Health Insurance Coverage,By Age,United States,18 - 24 years,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.2,71.7,80.4,71.7 - 80.4,,,
Private Health Insurance Coverage,By Age,United States,25 - 34 years,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,69.6,67.4,71.7,67.4 - 71.7,,,
Private Health Insurance Coverage,By Age,United States,35 - 44 years,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,74.1,72.3,75.8,72.3 - 75.8,,,
Private Health Insurance Coverage,By Age,United States,45 - 64 years,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.6,79.4,81.7,79.4 - 81.7,,,
Private Health Insurance Coverage,By Sex,United States,Male,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.6,76.3,78.8,76.3 - 78.8,,,
Private Health Insurance Coverage,By Sex,United States,Female,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,74.8,73.8,75.8,73.8 - 75.8,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,63.0,60.0,65.8,60.0 - 65.8,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.8,80.1,81.6,80.1 - 81.6,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,67.6,64.6,70.6,64.6 - 70.6,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,86.0,83.2,88.5,83.2 - 88.5,,,
Private Health Insurance Coverage,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,70.3,65.9,74.3,65.9 - 74.3,,,
Private Health Insurance Coverage,By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,48.0,42.3,53.7,42.3 - 53.7,,,
Private Health Insurance Coverage,By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,64.6,62.5,66.7,62.5 - 66.7,,,
Private Health Insurance Coverage,By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.2,74.9,77.4,74.9 - 77.4,,,
Private Health Insurance Coverage,By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,91.1,90.4,91.8,90.4 - 91.8,,,
Private Health Insurance Coverage,By Disability status,United States,With disability,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,59.2,56.6,61.9,56.6 - 61.9,,,
Private Health Insurance Coverage,By Disability status,United States,Without disability,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,78.7,77.8,79.6,77.8 - 79.6,,,
Private Health Insurance Coverage,By State,Alabama,Alabama,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,79.8,73.2,85.3,73.2 - 85.3,77.5-81.0,3,
Private Health Insurance Coverage,By State,Alaska,Alaska,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,73.7,68.7,78.3,68.7 - 78.3,64.9-73.9,1,
Private Health Insurance Coverage,By State,Arizona,Arizona,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,73.7,68.6,78.3,68.6 - 78.3,64.9-73.9,1,
Private Health Insurance Coverage,By State,Arkansas,Arkansas,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,70.1,63.5,76.2,63.5 - 76.2,64.9-73.9,1,
Private Health Insurance Coverage,By State,California,California,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,72.6,69.3,75.8,69.3 - 75.8,64.9-73.9,1,
Private Health Insurance Coverage,By State,Colorado,Colorado,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,74.3,69.2,78.9,69.2 - 78.9,74.0-77.4,2,
Private Health Insurance Coverage,By State,Connecticut,Connecticut,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.7,71.3,81.5,71.3 - 81.5,74.0-77.4,2,
Private Health Insurance Coverage,By State,Delaware,Delaware,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,75.2,67.2,82.1,67.2 - 82.1,74.0-77.4,2,
Private Health Insurance Coverage,By State,District of Columbia,District of Columbia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.0,68.4,84.2,68.4 - 84.2,74.0-77.4,2,
Private Health Insurance Coverage,By State,Florida,Florida,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,73.9,69.8,77.7,69.8 - 77.7,64.9-73.9,1,
Private Health Insurance Coverage,By State,Georgia,Georgia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.5,72.4,82.1,72.4 - 82.1,77.5-81.0,3,
Private Health Insurance Coverage,By State,Hawaii,Hawaii,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,84.0,77.3,89.4,77.3 - 89.4,81.1-85.6,4,
Private Health Insurance Coverage,By State,Idaho,Idaho,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,74.6,70.1,78.7,70.1 - 78.7,74.0-77.4,2,
Private Health Insurance Coverage,By State,Illinois,Illinois,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,82.3,77.9,86.1,77.9 - 86.1,81.1-85.6,4,
Private Health Insurance Coverage,By State,Indiana,Indiana,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,75.1,69.7,80.0,69.7 - 80.0,74.0-77.4,2,
Private Health Insurance Coverage,By State,Iowa,Iowa,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.7,71.2,81.6,71.2 - 81.6,74.0-77.4,2,
Private Health Insurance Coverage,By State,Kansas,Kansas,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.8,73.2,87.1,73.2 - 87.1,77.5-81.0,3,
Private Health Insurance Coverage,By State,Kentucky,Kentucky,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,72.2,66.0,77.8,66.0 - 77.8,64.9-73.9,1,
Private Health Insurance Coverage,By State,Louisiana,Louisiana,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,66.3,57.2,74.6,57.2 - 74.6,64.9-73.9,1,
Private Health Insurance Coverage,By State,Maine,Maine,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,78.0,71.7,83.5,71.7 - 83.5,77.5-81.0,3,
Private Health Insurance Coverage,By State,Maryland,Maryland,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,78.6,74.0,82.8,74.0 - 82.8,77.5-81.0,3,
Private Health Insurance Coverage,By State,Massachusetts,Massachusetts,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,83.5,79.9,86.7,79.9 - 86.7,81.1-85.6,4,
Private Health Insurance Coverage,By State,Michigan,Michigan,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,78.1,73.7,82.0,73.7 - 82.0,77.5-81.0,3,
Private Health Insurance Coverage,By State,Minnesota,Minnesota,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,83.0,79.1,86.5,79.1 - 86.5,81.1-85.6,4,
Private Health Insurance Coverage,By State,Mississippi,Mississippi,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,66.8,58.6,74.3,58.6 - 74.3,64.9-73.9,1,
Private Health Insurance Coverage,By State,Missouri,Missouri,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,83.1,78.7,86.9,78.7 - 86.9,81.1-85.6,4,
Private Health Insurance Coverage,By State,Montana,Montana,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.9,74.4,86.4,74.4 - 86.4,77.5-81.0,3,
Private Health Insurance Coverage,By State,Nebraska,Nebraska,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,81.0,75.6,85.6,75.6 - 85.6,77.5-81.0,3,
Private Health Insurance Coverage,By State,Nevada,Nevada,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,76.0,71.7,80.0,71.7 - 80.0,74.0-77.4,2,
Private Health Insurance Coverage,By State,New Hampshire,New Hampshire,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,81.8,74.9,87.6,74.9 - 87.6,81.1-85.6,4,
Private Health Insurance Coverage,By State,New Jersey,New Jersey,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,83.5,80.2,86.4,80.2 - 86.4,81.1-85.6,4,
Private Health Insurance Coverage,By State,New Mexico,New Mexico,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,64.9,60.3,69.3,60.3 - 69.3,64.9-73.9,1,
Private Health Insurance Coverage,By State,New York,New York,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,74.4,68.1,80.1,68.1 - 80.1,74.0-77.4,2,
Private Health Insurance Coverage,By State,North Carolina,North Carolina,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.9,70.7,84.1,70.7 - 84.1,77.5-81.0,3,
Private Health Insurance Coverage,By State,North Dakota,North Dakota,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,83.6,75.0,90.1,75.0 - 90.1,81.1-85.6,4,
Private Health Insurance Coverage,By State,Ohio,Ohio,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,75.3,71.3,79.0,71.3 - 79.0,74.0-77.4,2,
Private Health Insurance Coverage,By State,Oklahoma,Oklahoma,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,73.5,67.8,78.7,67.8 - 78.7,64.9-73.9,1,
Private Health Insurance Coverage,By State,Oregon,Oregon,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,72.2,69.0,75.2,69.0 - 75.2,64.9-73.9,1,
Private Health Insurance Coverage,By State,Pennsylvania,Pennsylvania,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,81.8,77.6,85.5,77.6 - 85.5,81.1-85.6,4,
Private Health Insurance Coverage,By State,Rhode Island,Rhode Island,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,79.2,71.3,85.8,71.3 - 85.8,77.5-81.0,3,
Private Health Insurance Coverage,By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.2,71.5,82.3,71.5 - 82.3,74.0-77.4,2,
Private Health Insurance Coverage,By State,South Dakota,South Dakota,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.5,72.7,86.9,72.7 - 86.9,77.5-81.0,3,
Private Health Insurance Coverage,By State,Tennessee,Tennessee,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.4,71.7,82.5,71.7 - 82.5,74.0-77.4,2,
Private Health Insurance Coverage,By State,Texas,Texas,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,68.6,64.2,72.9,64.2 - 72.9,64.9-73.9,1,
Private Health Insurance Coverage,By State,Utah,Utah,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,85.6,82.7,88.2,82.7 - 88.2,81.1-85.6,4,
Private Health Insurance Coverage,By State,Vermont,Vermont,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,77.0,69.1,83.7,69.1 - 83.7,74.0-77.4,2,
Private Health Insurance Coverage,By State,Virginia,Virginia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,79.3,75.1,83.1,75.1 - 83.1,77.5-81.0,3,
Private Health Insurance Coverage,By State,Washington,Washington,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,80.8,78.0,83.4,78.0 - 83.4,77.5-81.0,3,
Private Health Insurance Coverage,By State,West Virginia,West Virginia,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,68.7,60.5,76.1,60.5 - 76.1,64.9-73.9,1,
Private Health Insurance Coverage,By State,Wisconsin,Wisconsin,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,84.9,81.6,87.9,81.6 - 87.9,81.1-85.6,4,
Private Health Insurance Coverage,By State,Wyoming,Wyoming,3.1,30,"May 12 - May 24, 2021",05/12/2021,05/24/2021,82.9,73.6,90.0,73.6 - 90.0,81.1-85.6,4,
Uninsured at the Time of Interview,National Estimate,United States,United States,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.6,10.9,12.5,10.9 - 12.5,,,
Uninsured at the Time of Interview,By Age,United States,18 - 24 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,18.3,14.3,22.9,14.3 - 22.9,,,
Uninsured at the Time of Interview,By Age,United States,25 - 34 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,16.2,14.0,18.5,14.0 - 18.5,,,
Uninsured at the Time of Interview,By Age,United States,35 - 44 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.8,10.4,13.2,10.4 - 13.2,,,
Uninsured at the Time of Interview,By Age,United States,45 - 64 years,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.2,7.4,9.1,7.4 - 9.1,,,
Uninsured at the Time of Interview,By Sex,United States,Male,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.6,12.2,15.1,12.2 - 15.1,,,
Uninsured at the Time of Interview,By Sex,United States,Female,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.8,8.9,10.7,8.9 - 10.7,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,22.9,20.6,25.4,20.6 - 25.4,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.3,7.4,9.1,7.4 - 9.1,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.8,10.2,15.8,10.2 - 15.8,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,6.3,4.7,8.3,4.7 - 8.3,,,
Uninsured at the Time of Interview,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,16.5,13.0,20.5,13.0 - 20.5,,,
Uninsured at the Time of Interview,By Education,United States,Less than a high school diploma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,28.9,24.2,33.9,24.2 - 33.9,,,
Uninsured at the Time of Interview,By Education,United States,High school diploma or GED,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,17.8,15.7,20.1,15.7 - 20.1,,,
Uninsured at the Time of Interview,By Education,United States,Some college/Associate's degree,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.9,9.7,12.0,9.7 - 12.0,,,
Uninsured at the Time of Interview,By Education,United States,Bachelor's degree or higher,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,4.0,3.5,4.6,3.5 - 4.6,,,
Uninsured at the Time of Interview,By Disability status,United States,With disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.0,11.5,14.6,11.5 - 14.6,,,
Uninsured at the Time of Interview,By Disability status,United States,Without disability,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.0,10.1,11.9,10.1 - 11.9,,,
Uninsured at the Time of Interview,By State,Alabama,Alabama,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.3,5.8,13.9,5.8 - 13.9,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Alaska,Alaska,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.3,8.8,16.7,8.8 - 16.7,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Arizona,Arizona,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.6,9.6,18.6,9.6 - 18.6,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Arkansas,Arkansas,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.2,7.8,20.5,7.8 - 20.5,12.4-25.5,4,
Uninsured at the Time of Interview,By State,California,California,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.0,9.9,14.4,9.9 - 14.4,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Colorado,Colorado,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.4,5.4,12.5,5.4 - 12.5,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Connecticut,Connecticut,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.5,4.5,11.6,4.5 - 11.6,<=7.5,1,
Uninsured at the Time of Interview,By State,Delaware,Delaware,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,District of Columbia,District of Columbia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Florida,Florida,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,17.9,13.3,23.3,13.3 - 23.3,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Georgia,Georgia,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,15.9,12.0,20.4,12.0 - 20.4,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Hawaii,Hawaii,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Idaho,Idaho,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,13.0,8.4,19.1,8.4 - 19.1,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Illinois,Illinois,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.2,4.4,10.9,4.4 - 10.9,<=7.5,1,
Uninsured at the Time of Interview,By State,Indiana,Indiana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.7,4.8,11.6,4.8 - 11.6,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Iowa,Iowa,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,-1,1
Uninsured at the Time of Interview,By State,Kansas,Kansas,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.1,7.0,14.1,7.0 - 14.1,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Kentucky,Kentucky,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.5,3.8,13.0,3.8 - 13.0,<=7.5,1,
Uninsured at the Time of Interview,By State,Louisiana,Louisiana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.7,6.4,19.1,6.4 - 19.1,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Maine,Maine,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.0,4.7,15.3,4.7 - 15.3,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Maryland,Maryland,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,7.8,4.8,12.0,4.8 - 12.0,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Massachusetts,Massachusetts,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,3.9,2.2,6.3,2.2 - 6.3,<=7.5,1,
Uninsured at the Time of Interview,By State,Michigan,Michigan,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,5.8,3.8,8.5,3.8 - 8.5,<=7.5,1,
Uninsured at the Time of Interview,By State,Minnesota,Minnesota,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,6.4,4.4,9.0,4.4 - 9.0,<=7.5,1,
Uninsured at the Time of Interview,By State,Mississippi,Mississippi,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,14.0,9.4,19.7,9.4 - 19.7,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Missouri,Missouri,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,15.0,10.4,20.6,10.4 - 20.6,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Montana,Montana,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.1,5.4,11.5,5.4 - 11.5,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Nebraska,Nebraska,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.1,5.9,15.8,5.9 - 15.8,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Nevada,Nevada,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,11.8,8.0,16.6,8.0 - 16.6,9.4-12.3,3,
Uninsured at the Time of Interview,By State,New Hampshire,New Hampshire,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.0,4.7,15.4,4.7 - 15.4,7.6-9.3,2,
Uninsured at the Time of Interview,By State,New Jersey,New Jersey,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,5.8,2.9,10.0,2.9 - 10.0,<=7.5,1,
Uninsured at the Time of Interview,By State,New Mexico,New Mexico,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.3,8.1,17.8,8.1 - 17.8,9.4-12.3,3,
Uninsured at the Time of Interview,By State,New York,New York,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.3,4.5,13.9,4.5 - 13.9,7.6-9.3,2,
Uninsured at the Time of Interview,By State,North Carolina,North Carolina,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,12.9,8.5,18.3,8.5 - 18.3,12.4-25.5,4,
Uninsured at the Time of Interview,By State,North Dakota,North Dakota,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.1,6.1,15.5,6.1 - 15.5,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Ohio,Ohio,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,10.5,6.4,16.0,6.4 - 16.0,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Oklahoma,Oklahoma,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,18.7,14.0,24.1,14.0 - 24.1,12.4-25.5,4,
Uninsured at the Time of Interview,By State,Oregon,Oregon,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,9.8,7.0,13.3,7.0 - 13.3,9.4-12.3,3,
Uninsured at the Time of Interview,By State,Pennsylvania,Pennsylvania,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,8.1,5.2,11.8,5.2 - 11.8,7.6-9.3,2,
Uninsured at the Time of Interview,By State,Rhode Island,Rhode Island,3.1,31,"May 26 - Jun 7, 2021",05/26/2021,06/07/2021,,,,,Estimate not reliable.,-1,1
